07,18,21,25,16,14
31,32,03,04,01,23
10,09,26,19,16,20
23,21,09,18,26,25
30,32,08,06,13,26
07,14,12,23,09,21
22,16,29,28,24,08
19,21,03,11,17,02
07,14,22,11,06,10
26,09,13,27,33,06
14,27,20,12,09,26
31,23,24,16,17,06
30,28,31,04,15,21
16,06,17,04,13,01
31,01,25,21,13,03
27,26,09,19,21,15
17,22,07,05,19,31
12,33,22,10,25,14
28,14,29,19,12,27
02,12,29,31,20,24
20,15,09,28,19,16
06,05,18,16,08,22
25,08,02,28,27,29
29,28,15,20,22,18
18,07,06,32,16,29
14,09,02,28,30,08
31,28,13,22,20,26
30,14,25,17,27,28
15,09,32,14,20,26
22,07,26,29,03,20
27,06,13,08,10,01
01,09,27,10,19,23
06,19,32,13,21,11
21,29,04,26,25,07
02,27,26,01,22,17
01,31,05,20,03,21
28,29,08,18,20,31
29,07,19,21,13,01
23,17,18,30,13,01
27,15,06,21,26,18
05,24,25,31,02,08
17,08,11,28,05,24
29,26,08,14,10,19
14,27,23,12,11,17
07,09,16,32,22,01
18,26,14,15,09,21
18,26,06,32,22,33
18,01,27,31,32,03
25,06,16,02,32,09
10,18,02,20,09,19
25,24,32,20,09,26
01,08,18,20,16,07
19,10,18,01,28,15
22,01,10,26,07,02
32,07,17,03,33,22
25,04,16,26,11,02
32,04,24,26,10,28
17,12,16,03,09,31
23,17,07,20,12,14
27,22,16,13,17,25
20,24,26,27,02,03
31,23,05,10,14,07
30,31,22,01,13,05
14,04,03,16,13,02
26,11,24,27,12,15
23,10,21,09,19,32
25,11,09,17,04,21
27,30,16,18,32,13
26,30,13,29,01,15
33,11,05,06,12,14
31,05,28,07,18,12
33,04,17,06,16,26
09,01,08,24,22,33
27,13,18,12,20,17
31,06,32,21,29,03
16,29,18,14,32,11
22,26,01,05,07,32
08,11,14,15,26,16
14,15,07,28,21,19
04,28,26,27,07,10
07,29,26,16,09,05
33,17,13,02,22,21
11,32,15,27,12,10
09,23,11,24,18,16
09,08,13,29,10,30
10,16,07,04,23,25
14,27,28,17,16,15
04,07,01,23,19,22
26,19,06,11,02,25
12,28,09,06,14,29
20,18,13,27,33,25
10,06,17,15,02,31
07,33,25,24,01,20
19,16,30,27,02,12
26,09,08,25,29,24
31,23,29,05,22,03
14,04,15,18,17,20
02,08,03,21,01,31
14,25,21,17,07,04
16,22,07,10,04,20
17,01,09,33,07,20
33,01,10,11,29,31
07,18,32,17,16,10
16,15,14,02,23,24
31,15,23,10,24,20
15,28,25,16,32,07
09,01,07,23,16,20
15,08,21,20,13,25
08,27,21,11,05,04
03,22,24,32,08,14
15,19,10,33,09,07
05,02,12,01,15,16
06,26,07,31,22,32
32,01,29,06,20,13
12,23,29,26,13,10
06,03,05,10,09,27
25,20,18,03,26,12
25,06,28,22,21,23
21,09,16,08,11,24
10,14,17,11,06,33
15,14,25,29,20,01
04,29,06,31,13,33
06,11,29,03,25,09
32,19,31,03,27,16
33,04,02,13,11,25
23,28,22,05,16,26
14,13,31,16,23,30
06,05,14,15,33,18
28,21,22,05,32,17
01,10,30,24,33,02
20,28,08,09,32,05
18,24,05,07,17,08
23,21,27,02,10,12
17,06,27,11,22,16
11,15,31,10,32,26
33,02,24,17,31,20
11,33,01,28,06,17
20,06,29,16,11,09
13,22,01,28,30,02
01,12,07,28,16,23
26,06,20,17,13,29
26,07,30,15,05,18
25,05,29,10,17,28
10,15,14,09,29,19
32,10,11,01,09,13
02,07,23,33,32,30
31,32,33,14,28,12
01,15,30,21,16,24
08,28,22,20,17,02
01,30,08,13,11,19
05,19,11,28,02,15
08,20,23,09,28,03
22,27,17,11,25,14
21,18,09,17,14,25
27,19,17,14,32,16
02,06,28,19,12,27
08,10,33,18,09,03
31,24,21,14,16,28
18,16,23,32,24,20
09,01,16,10,14,06
05,32,13,10,11,01
17,31,29,20,13,02
27,13,24,25,07,32
17,12,22,24,14,19
22,05,08,06,14,31
23,01,29,10,20,18
10,20,08,02,29,09
03,22,19,13,18,26
05,01,29,27,12,19
19,24,09,05,11,32
27,14,04,30,17,06
16,03,14,06,29,11
18,06,23,33,32,22
14,02,12,10,04,30
02,29,19,01,11,23
13,25,01,06,10,09
23,33,05,21,06,19
20,04,26,29,02,25
29,08,22,27,24,14
25,05,30,14,17,16
02,28,22,07,27,16
06,02,03,09,17,05
15,22,09,12,08,19
33,10,12,18,17,06
22,29,11,27,09,03
30,06,03,31,01,13
12,20,33,30,16,01
01,13,19,32,07,03
22,04,12,02,17,25
07,09,28,19,01,29
19,12,05,30,17,25
13,22,27,12,04,29
17,06,23,01,07,18
05,02,18,21,17,15
22,04,08,05,10,03
32,02,29,09,16,15
22,17,08,31,21,03
09,15,24,25,06,26
14,28,02,17,31,27
03,25,18,14,05,33
12,05,25,13,08,23
03,14,25,12,13,02
31,12,04,02,18,23
28,20,01,11,18,29
19,30,21,09,02,14
01,11,05,29,04,30
22,31,17,19,14,26
28,30,13,15,33,09
21,19,24,10,23,16
26,32,17,03,25,23
32,07,23,16,17,06
24,25,16,09,17,06
11,19,08,10,12,29
02,22,18,10,11,17
04,02,09,22,11,19
27,04,28,09,33,21
02,14,05,09,33,24
33,28,25,15,12,20
21,18,07,22,11,16
04,12,03,11,06,15
15,31,11,03,19,20
23,07,24,22,33,04
24,14,25,30,06,13
08,11,07,09,01,22
17,07,33,32,08,09
01,08,04,25,03,31
33,13,32,28,05,23
33,14,29,22,01,02
27,10,21,16,17,04
30,12,19,24,18,23
07,21,16,29,02,14
16,21,27,30,32,06
31,08,30,14,16,10
23,06,11,05,02,01
16,30,01,05,14,10
08,10,16,23,20,30
09,21,17,13,07,22
06,21,26,07,10,04
29,10,22,17,15,08
09,25,14,23,24,17
20,15,19,10,02,21
13,33,30,21,17,18
26,06,25,04,14,07
07,02,24,21,03,13
11,19,30,32,33,02
04,22,25,19,29,09
15,21,13,05,17,09
21,24,19,01,11,08
14,13,21,32,09,10
33,31,05,07,20,08
19,20,09,25,08,32
30,21,16,14,05,29
28,12,14,18,08,10
07,27,17,03,04,21
33,18,15,32,27,23
25,01,19,24,04,22
10,33,30,06,28,11
32,04,31,33,23,21
09,27,29,20,03,15
19,11,07,29,24,14
18,28,11,08,33,13
06,04,16,18,29,14
09,33,03,19,10,28
15,26,01,25,29,16
25,18,32,09,26,30
06,22,11,12,14,17
19,30,17,02,15,16
30,20,25,32,33,08
13,10,24,16,23,06
27,19,31,05,12,07
27,18,32,21,22,12
12,20,29,14,22,11
05,04,31,03,25,30
22,12,13,21,05,01
11,27,07,21,13,08
27,28,24,16,15,04
27,17,04,19,24,23
26,16,18,06,04,14
24,31,09,23,29,25
25,17,18,01,19,29
22,12,04,07,25,19
22,27,20,23,25,21
19,12,17,26,06,04
03,01,16,33,15,31
27,31,14,05,10,06
25,31,17,13,07,19
22,13,03,20,02,33
19,31,04,33,10,27
28,25,04,08,18,06
09,15,30,03,25,23
25,02,11,17,01,06
27,07,10,26,15,13
07,06,05,25,27,04
06,23,18,13,05,31
20,26,22,15,32,05
33,32,02,17,03,22
33,27,24,12,09,13
21,33,12,32,26,15
03,18,27,17,16,12
21,17,04,06,33,23
33,24,07,04,17,11
31,13,12,22,01,06
06,02,33,03,01,08
21,18,17,29,32,15
24,09,23,29,32,27
31,32,21,28,16,22
17,11,28,31,07,09
11,32,09,23,30,31
11,27,01,31,32,23
17,02,28,04,15,01
04,20,09,18,02,13
16,05,08,02,06,04
05,23,32,09,27,07
20,16,08,04,14,11
20,26,31,21,05,11
19,20,26,07,15,18
17,23,22,14,25,05
28,22,01,30,02,29
29,28,19,15,01,06
14,02,22,18,04,20
31,26,08,02,29,01
26,11,07,21,31,15
31,14,24,28,04,25
11,24,02,23,05,29
04,08,19,25,21,12
15,09,21,22,24,20
24,28,23,02,13,19
02,11,26,04,16,13
02,12,16,08,14,32
21,07,05,09,20,11
12,19,14,06,23,05
22,14,20,04,13,30
01,10,31,13,04,21
23,28,11,32,10,12
26,07,22,19,13,17
05,26,17,27,18,03
09,14,26,24,29,23
23,24,29,30,14,26
04,09,06,33,25,30
06,08,32,14,03,19
13,20,28,17,09,02
08,33,14,19,11,02
21,12,26,28,05,23
02,28,10,30,09,03
30,16,18,17,07,33
13,20,25,02,27,07
09,01,04,30,15,22
17,16,20,01,03,32
23,07,30,19,18,29
13,25,22,09,32,01
31,20,15,23,10,18
22,19,06,01,07,27
06,05,18,13,12,07
07,05,20,13,19,10
27,29,03,10,24,18
24,08,11,21,17,23
13,19,26,16,28,23
12,29,26,03,25,28
32,19,27,18,22,08
08,14,04,03,28,21
30,22,03,33,13,12
14,22,24,06,21,07
29,08,15,28,19,12
22,07,03,13,25,18
16,32,14,10,21,13
32,28,30,10,17,13
01,27,17,30,11,08
19,03,24,26,16,20
07,06,14,31,08,23
28,26,11,03,18,05
17,25,06,15,14,03
15,08,33,13,01,12
23,17,10,02,24,12
10,02,12,04,17,30
02,15,24,29,01,14
15,10,12,14,19,09
18,15,32,28,27,02
29,05,31,09,27,04
26,17,15,14,30,01
20,06,22,33,26,15
06,28,17,19,13,05
04,21,29,30,33,25
03,15,14,13,33,21
25,26,07,29,18,14
29,23,06,19,10,07
07,25,08,26,28,14
24,21,01,12,04,02
04,11,14,15,22,31
30,16,18,25,17,24
04,23,30,05,27,13
32,03,15,06,18,30
15,07,04,02,20,09
19,31,26,01,17,06
16,01,07,21,12,08
20,26,16,05,01,02
30,08,28,29,13,02
31,12,30,32,04,06
12,06,02,28,14,05
05,18,13,06,07,11
05,17,19,20,04,02
06,19,13,28,05,22
06,28,22,17,29,14
12,03,17,27,29,24
32,01,09,17,33,11
04,16,23,01,13,09
17,32,03,25,08,21
32,02,15,26,09,22
22,13,30,09,10,17
01,25,32,13,31,14
10,27,06,16,20,32
22,28,23,26,33,27
16,30,01,22,28,18
06,15,25,08,24,14
05,16,12,32,28,07
21,11,04,05,28,27
28,10,29,12,18,22
25,24,32,14,26,05
17,23,24,09,26,11
26,25,32,01,13,05
03,21,06,11,31,17
24,15,23,32,02,12
07,05,32,01,29,13
05,28,26,27,20,33
03,10,13,30,12,27
08,25,07,30,18,32
31,22,05,29,18,28
20,08,05,03,27,19
31,30,33,14,27,18
08,24,21,31,28,19
07,16,21,17,01,19
01,13,17,02,04,06
07,21,28,17,02,08
02,08,11,17,07,05
05,07,13,06,23,02
20,01,29,21,08,11
16,25,07,12,17,21
06,19,32,28,26,18
20,15,22,31,01,03
21,01,07,09,17,29
30,12,05,09,31,29
26,09,11,21,32,01
12,24,05,23,15,03
12,13,26,29,08,33
07,33,21,27,06,25
10,08,25,16,28,33
19,29,12,22,28,13
01,20,07,24,08,23
01,04,20,24,28,29
12,20,27,25,26,28
06,12,05,15,07,28
24,15,18,20,28,13
31,29,32,21,03,26
03,32,24,20,26,08
29,06,11,26,27,01
06,09,18,03,32,13
15,31,20,21,27,08
10,31,09,20,22,02
07,03,13,10,32,22
29,12,31,02,26,24
13,12,19,01,09,28
31,15,11,25,24,12
32,13,22,20,14,23
17,06,13,15,14,30
28,19,09,05,04,10
09,04,14,11,33,32
13,25,30,27,29,28
33,12,09,17,18,20
33,15,05,07,25,18
21,08,27,16,15,12
12,31,19,26,29,02
14,13,08,22,19,05
07,29,11,16,33,04
24,29,17,27,28,30
14,09,33,23,16,06
19,24,33,21,03,05
17,18,32,28,06,13
07,05,21,19,08,01
20,30,25,02,29,13
25,03,13,14,10,07
23,03,24,27,05,31
13,14,11,10,03,22
09,08,23,15,13,22
24,17,30,05,33,31
02,28,26,20,29,10
04,33,15,14,26,09
22,11,04,29,18,02
29,05,25,02,24,10
09,15,14,04,16,27
33,24,06,12,30,07
15,24,08,22,28,33
26,28,02,18,13,04
29,22,11,18,30,27
06,23,04,32,29,22
32,16,28,19,18,15
27,17,07,09,10,04
02,03,13,30,07,09
21,19,23,22,03,04
04,02,31,32,24,03
20,11,18,10,29,08
32,22,17,05,26,33
04,26,30,10,21,05
01,26,29,02,09,33
19,08,27,10,18,31
23,10,16,24,11,05
24,17,10,02,19,27
02,31,17,16,20,13
03,18,11,08,14,12
17,16,29,07,10,13
21,13,26,04,22,31
20,26,25,03,06,15
21,31,27,03,05,19
04,14,26,31,17,07
06,24,28,04,13,20
14,20,18,30,33,06
33,25,04,22,27,15
03,05,20,06,24,02
02,14,17,12,30,31
15,07,13,17,24,19
20,19,04,12,13,32
30,05,01,14,24,22
06,33,11,07,32,16
20,33,19,04,12,23
21,20,27,08,30,11
09,06,25,10,14,22
02,11,33,26,09,21
05,06,19,24,28,11
20,24,08,32,11,15
22,09,31,08,25,03
02,22,01,29,13,05
15,19,11,09,33,10
24,19,14,05,28,33
02,19,26,11,18,13
24,12,11,21,26,09
02,23,33,03,08,32
27,16,03,17,15,02
02,24,10,22,17,01
22,04,24,31,27,16
18,21,31,10,09,17
07,25,26,15,04,28
30,15,10,28,21,20
25,30,22,31,16,04
03,25,15,09,24,07
25,03,09,27,08,17
25,28,04,12,19,21
09,15,23,33,05,24
26,08,12,27,24,04
01,18,30,22,15,16
12,03,23,29,18,08
30,22,07,20,18,14
22,26,05,32,06,03
28,25,19,09,06,14
22,17,12,25,02,05
03,01,21,10,23,06
01,05,28,30,02,16
24,06,30,08,32,29
15,17,27,18,23,20
14,15,20,26,16,04
13,03,25,19,01,26
27,24,16,04,33,26
29,20,01,12,23,24
19,32,28,17,10,27
22,25,02,29,32,33
07,31,27,33,18,09
01,11,23,10,05,21
24,08,06,31,03,29
32,03,07,02,10,09
04,05,15,01,09,17
10,25,05,09,08,20
12,04,26,11,21,10
31,07,11,16,33,19
08,10,27,22,12,15
05,31,06,23,04,07
26,23,22,25,05,14
08,18,30,04,12,17
23,33,26,11,28,32
04,02,14,15,30,26
01,02,16,10,09,24
08,07,14,12,15,30
31,16,29,15,12,26
02,29,19,06,04,24
04,18,27,29,20,22
27,08,30,24,20,31
28,15,32,01,05,24
30,11,18,02,33,23
06,02,31,22,20,04
17,20,25,12,26,13
07,06,30,31,02,01
14,21,20,25,31,12
25,05,12,13,02,33
17,21,02,07,09,25
32,18,23,14,25,07
23,26,10,21,11,07
19,23,14,09,11,17
23,22,16,19,29,27
26,13,18,07,03,23
15,32,24,27,03,10
19,09,31,26,18,32
19,14,04,28,05,01
27,31,12,18,26,10
14,04,22,33,32,25
30,28,17,14,33,04
12,09,32,14,19,28
06,14,11,21,05,20
08,19,26,10,30,28
27,12,01,07,17,11
17,33,09,07,12,08
14,16,15,30,32,01
33,25,06,11,32,10
03,05,16,18,23,24
01,05,03,20,25,27
33,26,21,28,12,14
16,33,01,03,15,09
02,22,26,17,29,33
04,22,16,17,09,29
02,11,12,14,24,32
04,06,23,28,27,25
09,10,29,20,16,25
05,15,10,16,04,13
21,05,31,13,01,27
10,23,29,06,31,19
23,21,07,31,11,32
26,21,27,12,10,13
21,03,07,22,32,20
26,20,09,17,21,19
14,13,04,19,01,07
07,03,10,24,08,23
11,09,12,19,18,17
23,13,11,04,30,07
17,32,31,05,10,26
28,21,09,30,23,15
25,18,05,02,21,14
24,11,29,30,02,01
20,17,09,03,29,21
05,18,04,03,02,28
12,24,06,17,09,07
03,24,11,06,31,21
32,12,16,18,10,09
07,28,29,16,18,24
26,25,20,16,07,17
23,25,32,14,19,06
07,32,31,02,09,25
15,29,16,03,24,14
05,13,20,22,29,03
07,26,15,29,01,08
33,26,32,19,06,21
09,32,12,31,07,10
26,32,21,28,29,02
21,05,04,12,03,17
18,10,06,01,27,11
28,15,30,02,01,22
21,12,03,01,05,28
30,24,02,18,13,16
15,10,19,24,03,07
24,19,27,17,20,25
30,14,32,04,17,06
16,29,25,04,27,23
06,29,30,07,03,33
19,15,18,13,04,06
04,29,10,08,09,30
19,03,08,21,02,13
27,10,21,11,31,13
29,27,33,31,24,26
32,18,07,30,22,33
33,21,06,04,26,20
16,25,20,23,19,13
29,13,17,16,08,32
22,33,08,17,16,11
22,03,30,12,06,10
05,19,28,04,08,27
11,01,16,07,14,15
19,28,05,22,04,29
31,11,01,27,17,18
18,10,25,14,26,27
13,25,23,04,33,27
30,29,17,18,09,26
17,32,26,16,20,02
16,27,26,31,14,03
25,14,31,04,13,17
13,19,05,17,15,21
13,12,10,04,32,30
11,05,28,14,24,26
03,10,24,16,07,29
02,23,24,19,15,14
06,25,04,03,17,01
24,02,22,20,11,31
18,13,27,31,20,14
13,19,31,24,17,14
08,13,29,12,19,02
05,15,14,07,13,03
29,28,24,32,17,16
09,33,25,24,19,02
10,01,31,04,20,09
16,05,17,14,04,01
26,21,13,25,18,22
19,17,08,26,07,21
25,31,26,32,08,33
31,10,19,26,05,07
03,06,02,21,22,25
16,21,02,17,07,14
31,18,02,25,14,01
19,16,24,17,30,12
12,19,32,02,04,33
15,28,30,13,33,18
23,06,26,33,15,02
17,16,22,03,04,29
26,29,03,13,06,27
26,07,23,05,11,10
03,22,01,13,16,21
11,26,07,13,08,15
18,19,24,12,01,21
15,09,01,19,04,05
17,18,26,23,25,24
31,24,10,12,13,17
09,17,01,24,31,26
01,13,18,03,05,16
09,12,14,20,22,06
13,06,26,10,08,04
27,13,21,14,22,23
28,06,17,12,08,33
26,03,32,09,24,20
06,30,19,03,12,31
21,04,09,17,25,31
02,13,14,17,19,26
18,30,17,23,02,29
07,25,16,02,08,30
18,23,07,03,27,01
08,30,18,24,02,15
22,25,18,32,17,01
27,03,31,24,21,28
21,15,19,02,03,08
16,30,09,18,26,31
02,16,26,27,23,18
23,03,07,02,27,18
29,18,01,12,26,13
26,18,11,31,20,13
01,26,24,23,30,21
33,13,09,19,10,07
26,10,24,04,33,23
04,10,13,26,30,25
27,16,15,22,28,09
32,17,09,03,21,26
12,10,02,33,18,24
15,16,06,26,05,19
31,07,02,01,15,21
32,14,04,08,28,25
28,04,24,19,11,20
17,04,25,08,33,01
28,03,13,18,27,20
23,28,07,13,06,29
06,08,12,11,25,02
18,29,06,32,12,15
12,16,25,27,09,02
08,30,18,13,25,11
10,06,29,01,05,02
31,25,27,30,17,07
08,05,15,13,11,25
08,24,28,01,22,20
26,10,22,20,05,09
22,01,24,29,33,25
01,17,15,25,08,11
05,18,20,15,28,10
08,01,24,18,30,29
17,04,18,07,08,13
03,01,24,12,26,27
25,18,32,15,29,04
04,23,24,20,08,02
08,15,22,12,17,33
26,15,29,08,06,02
19,08,21,01,09,31
17,23,27,32,24,07
20,33,09,06,14,17
04,20,11,16,22,29
18,26,25,04,09,21
23,06,12,22,01,26
30,24,27,03,04,17
01,16,29,33,08,03
18,16,24,26,21,10
07,12,21,24,28,23
27,11,09,25,17,16
27,32,31,07,03,05
33,28,10,32,09,19
03,13,28,19,30,27
13,20,24,22,16,06
15,06,01,31,25,10
23,08,16,26,07,09
06,27,23,15,30,05
08,25,01,16,30,17
31,05,29,28,21,30
27,12,24,01,13,08
02,18,10,20,30,14
20,02,22,23,31,21
13,31,08,01,27,14
24,27,03,02,26,09
14,10,16,13,08,23
18,14,11,22,08,12
03,11,17,23,09,01
21,08,14,20,24,02
01,31,32,12,29,14
22,05,13,09,15,12
18,17,19,10,02,29
16,23,20,01,27,31
31,30,22,23,06,08
14,13,26,05,20,17
13,33,08,27,31,23
14,32,24,22,12,20
13,20,18,23,03,28
01,14,21,07,10,25
01,22,31,32,21,03
32,30,17,02,08,07
26,08,30,31,14,25
06,02,23,17,24,10
20,11,15,31,13,33
02,22,04,26,19,16
27,18,15,01,22,08
18,01,11,12,09,30
04,19,11,01,17,29
12,25,11,05,32,19
32,13,03,01,02,08
13,20,03,02,19,23
08,01,12,25,14,06
28,24,27,30,03,22
01,02,29,27,19,23
28,27,17,23,32,04
30,07,28,22,26,21
06,10,27,01,28,26
23,08,06,01,33,10
13,20,32,21,03,10
23,21,12,32,11,27
20,02,13,29,03,04
03,09,27,23,31,21
19,22,33,10,04,28
32,11,20,31,03,06
03,29,25,13,05,19
24,25,19,32,30,12
08,25,17,32,23,21
01,16,06,07,11,13
03,19,21,16,24,26
29,28,06,14,30,13
21,18,10,09,11,19
25,22,11,13,06,32
08,12,11,25,29,10
28,18,21,29,08,33
07,25,05,13,28,24
06,25,03,31,10,16
05,01,16,14,22,17
12,06,03,32,16,01
15,25,03,04,30,26
22,02,04,19,08,05
05,07,13,04,25,10
07,26,31,29,27,16
11,02,09,22,24,27
32,29,31,18,02,01
19,25,17,09,16,02
24,14,22,05,06,26
27,24,02,22,26,10
29,11,32,30,33,28
06,01,23,12,11,03
10,33,30,12,08,02
21,23,28,16,04,01
01,03,26,07,28,14
03,02,16,01,18,23
25,13,14,08,33,02
08,07,30,24,14,22
26,08,12,15,07,22
21,13,09,24,32,01
05,13,15,07,30,18
22,33,28,14,30,27
13,14,03,05,07,18
18,17,05,08,06,03
